**** Job starts ****
Fri Oct 27 13:49:57 EDT 2017
**** JHPCE info ****
User: lcollado
Job id: 3244486
Job name: atacFullCov
Hostname: compute-050
Task id: 
Using the following user library: ~/R/x86_64-pc-linux-gnu-library/3.3.x
Using the following user library: ~/R/x86_64-pc-linux-gnu-library/3.3.x
Using the following user library: ~/R/x86_64-pc-linux-gnu-library/3.3.x
Using the following user library: ~/R/x86_64-pc-linux-gnu-library/3.3.x
Using the following user library: ~/R/x86_64-pc-linux-gnu-library/3.3.x
Using the following user library: ~/R/x86_64-pc-linux-gnu-library/3.3.x
2017-10-27 13:50:35 fullCoverage: processing chromosome chr21
2017-10-27 13:50:36 loadCoverage: finding chromosome lengths
2017-10-27 14:49:06 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus7.final.bam
2017-10-27 14:49:24 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus8.final.bam
2017-10-27 14:49:50 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus9.final.bam
2017-10-27 14:50:13 loadCoverage: applying the cutoff to the merged data
2017-10-27 14:50:14 filterData: originally there were 107349540 rows, now there are 107349540 rows. Meaning that 0 percent was filtered.
2017-10-27 14:50:14 fullCoverage: processing chromosome chr15
2017-10-27 14:50:14 loadCoverage: finding chromosome lengths
2017-10-27 14:50:14 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus10.final.bam
2017-10-27 14:50:18 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus11.final.bam
2017-10-27 14:50:29 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus12.final.bam
2017-10-27 14:50:40 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus13.final.bam
2017-10-27 14:50:46 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus14.final.bam
2017-10-27 14:50:49 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus15.final.bam
2017-10-27 14:50:55 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus16.final.bam
2017-10-27 14:51:19 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus18.final.bam
2017-10-27 14:51:37 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus19.final.bam
2017-10-27 14:51:52 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus1.final.bam
2017-10-27 14:52:01 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus20.final.bam
2017-10-27 14:52:12 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus21.final.bam
2017-10-27 14:52:26 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus23.final.bam
2017-10-27 14:52:38 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus24.final.bam
2017-10-27 14:52:47 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus25.final.bam
2017-10-27 14:53:05 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus26.final.bam
2017-10-27 14:53:19 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus27.final.bam
2017-10-27 14:53:39 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus2.final.bam
2017-10-27 14:53:52 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus30.final.bam
2017-10-27 14:54:05 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus3.final.bam
2017-10-27 14:54:10 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus4.final.bam
2017-10-27 14:54:11 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus5.final.bam
2017-10-27 14:54:11 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus6.final.bam
2017-10-27 14:54:19 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus7.final.bam
2017-10-27 14:54:30 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus8.final.bam
2017-10-27 14:54:37 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus9.final.bam
2017-10-27 14:54:40 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus10.final.bam
2017-10-27 14:54:57 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus11.final.bam
2017-10-27 14:55:06 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus12.final.bam
2017-10-27 14:55:16 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus13.final.bam
2017-10-27 14:55:30 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus14.final.bam
2017-10-27 14:55:52 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus15.final.bam
2017-10-27 14:56:08 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus16.final.bam
2017-10-27 14:56:25 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus18.final.bam
2017-10-27 14:56:40 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus19.final.bam
2017-10-27 14:56:47 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus1.final.bam
2017-10-27 14:56:53 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus20.final.bam
2017-10-27 14:57:01 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus21.final.bam
2017-10-27 14:57:15 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus23.final.bam
2017-10-27 14:57:26 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus24.final.bam
2017-10-27 14:57:40 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus25.final.bam
2017-10-27 14:57:55 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus26.final.bam
2017-10-27 14:58:15 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus27.final.bam
2017-10-27 14:58:32 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus2.final.bam
2017-10-27 14:58:56 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus30.final.bam
2017-10-27 14:59:11 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus3.final.bam
2017-10-27 14:59:23 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus4.final.bam
2017-10-27 14:59:26 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus5.final.bam
2017-10-27 14:59:30 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus6.final.bam
2017-10-27 14:59:46 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus7.final.bam
2017-10-27 15:00:03 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus8.final.bam
2017-10-27 15:00:27 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus9.final.bam
2017-10-27 15:00:50 loadCoverage: applying the cutoff to the merged data
2017-10-27 15:00:51 filterData: originally there were 102531392 rows, now there are 102531392 rows. Meaning that 0 percent was filtered.
2017-10-27 13:50:35 fullCoverage: processing chromosome chr6
2017-10-27 13:50:35 loadCoverage: finding chromosome lengths
2017-10-27 13:50:36 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus10.final.bam
2017-10-27 13:50:52 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus11.final.bam
2017-10-27 13:51:25 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus12.final.bam
2017-10-27 13:52:01 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus13.final.bam
2017-10-27 13:52:16 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus14.final.bam
2017-10-27 13:52:24 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus15.final.bam
2017-10-27 13:52:35 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus16.final.bam
2017-10-27 13:53:27 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus18.final.bam
2017-10-27 13:54:11 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus19.final.bam
2017-10-27 13:54:41 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus1.final.bam
2017-10-27 13:55:03 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus20.final.bam
2017-10-27 13:55:23 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus21.final.bam
2017-10-27 13:55:56 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus23.final.bam
2017-10-27 13:56:20 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus24.final.bam
2017-10-27 13:56:37 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus25.final.bam
2017-10-27 13:57:14 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus26.final.bam
2017-10-27 13:57:45 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus27.final.bam
2017-10-27 13:58:30 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus2.final.bam
2017-10-27 13:58:57 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus30.final.bam
2017-10-27 13:59:25 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus3.final.bam
2017-10-27 13:59:37 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus4.final.bam
2017-10-27 13:59:39 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus5.final.bam
2017-10-27 13:59:40 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus6.final.bam
2017-10-27 14:00:00 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus7.final.bam
2017-10-27 14:00:21 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus8.final.bam
2017-10-27 14:00:38 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus9.final.bam
2017-10-27 14:00:45 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus10.final.bam
2017-10-27 14:01:16 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus11.final.bam
2017-10-27 14:01:36 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus12.final.bam
2017-10-27 14:02:01 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus13.final.bam
2017-10-27 14:02:30 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus14.final.bam
2017-10-27 14:03:12 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus15.final.bam
2017-10-27 14:03:43 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus16.final.bam
2017-10-27 14:04:20 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus18.final.bam
2017-10-27 14:04:51 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus19.final.bam
2017-10-27 14:05:04 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus1.final.bam
2017-10-27 14:05:17 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus20.final.bam
2017-10-27 14:05:34 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus21.final.bam
2017-10-27 14:06:03 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus23.final.bam
2017-10-27 14:06:24 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus24.final.bam
2017-10-27 14:06:49 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus25.final.bam
2017-10-27 14:07:17 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus26.final.bam
2017-10-27 14:07:53 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus27.final.bam
2017-10-27 14:08:24 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus2.final.bam
2017-10-27 14:09:09 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus30.final.bam
2017-10-27 14:09:37 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus3.final.bam
2017-10-27 14:09:58 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus4.final.bam
2017-10-27 14:10:05 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus5.final.bam
2017-10-27 14:10:13 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus6.final.bam
2017-10-27 14:10:47 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus7.final.bam
2017-10-27 14:11:15 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus8.final.bam
2017-10-27 14:12:02 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus9.final.bam
2017-10-27 14:12:45 loadCoverage: applying the cutoff to the merged data
2017-10-27 14:12:47 filterData: originally there were 171115067 rows, now there are 171115067 rows. Meaning that 0 percent was filtered.
2017-10-27 14:12:47 fullCoverage: processing chromosome chr7
2017-10-27 14:12:47 loadCoverage: finding chromosome lengths
2017-10-27 14:12:47 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus10.final.bam
2017-10-27 14:12:56 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus11.final.bam
2017-10-27 14:13:21 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus12.final.bam
2017-10-27 14:13:51 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus13.final.bam
2017-10-27 14:14:04 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus14.final.bam
2017-10-27 14:14:11 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus15.final.bam
2017-10-27 14:14:22 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus16.final.bam
2017-10-27 14:15:08 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus18.final.bam
2017-10-27 14:15:51 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus19.final.bam
2017-10-27 14:16:20 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus1.final.bam
2017-10-27 14:16:41 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus20.final.bam
2017-10-27 14:17:00 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus21.final.bam
2017-10-27 14:17:29 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus23.final.bam
2017-10-27 14:17:52 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus24.final.bam
2017-10-27 14:18:08 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus25.final.bam
2017-10-27 14:18:42 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus26.final.bam
2017-10-27 14:19:10 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus27.final.bam
2017-10-27 14:19:52 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus2.final.bam
2017-10-27 14:20:16 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus30.final.bam
2017-10-27 14:20:42 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus3.final.bam
2017-10-27 14:20:53 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus4.final.bam
2017-10-27 14:20:54 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus5.final.bam
2017-10-27 14:20:55 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus6.final.bam
2017-10-27 14:21:13 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus7.final.bam
2017-10-27 14:21:34 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus8.final.bam
2017-10-27 14:21:48 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus9.final.bam
2017-10-27 14:21:55 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus10.final.bam
2017-10-27 14:22:24 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus11.final.bam
2017-10-27 14:22:43 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus12.final.bam
2017-10-27 14:23:06 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus13.final.bam
2017-10-27 14:23:34 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus14.final.bam
2017-10-27 14:24:15 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus15.final.bam
2017-10-27 14:24:47 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus16.final.bam
2017-10-27 14:25:20 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus18.final.bam
2017-10-27 14:25:49 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus19.final.bam
2017-10-27 14:26:02 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus1.final.bam
2017-10-27 14:26:14 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus20.final.bam
2017-10-27 14:26:29 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus21.final.bam
2017-10-27 14:26:55 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus23.final.bam
2017-10-27 14:27:14 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus24.final.bam
2017-10-27 14:27:39 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus25.final.bam
2017-10-27 14:28:07 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus26.final.bam
2017-10-27 14:28:42 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus27.final.bam
2017-10-27 14:29:13 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus2.final.bam
2017-10-27 14:29:56 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus30.final.bam
2017-10-27 14:30:24 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus3.final.bam
2017-10-27 14:30:45 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus4.final.bam
2017-10-27 14:30:51 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus5.final.bam
2017-10-27 14:30:58 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus6.final.bam
2017-10-27 14:31:29 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus7.final.bam
2017-10-27 14:31:57 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus8.final.bam
2017-10-27 14:32:40 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Plus9.final.bam
2017-10-27 14:33:19 loadCoverage: applying the cutoff to the merged data
2017-10-27 14:33:21 filterData: originally there were 159138663 rows, now there are 159138663 rows. Meaning that 0 percent was filtered.
2017-10-27 14:33:21 fullCoverage: processing chromosome chr8
2017-10-27 14:33:21 loadCoverage: finding chromosome lengths
2017-10-27 14:33:22 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus10.final.bam
2017-10-27 14:33:29 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus11.final.bam
2017-10-27 14:33:51 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus12.final.bam
2017-10-27 14:34:18 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus13.final.bam
2017-10-27 14:34:30 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus14.final.bam
2017-10-27 14:34:36 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus15.final.bam
2017-10-27 14:34:46 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus16.final.bam
2017-10-27 14:35:28 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus18.final.bam
2017-10-27 14:36:05 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus19.final.bam
2017-10-27 14:36:30 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus1.final.bam
2017-10-27 14:36:49 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus20.final.bam
2017-10-27 14:37:05 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus21.final.bam
2017-10-27 14:37:32 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus23.final.bam
2017-10-27 14:37:53 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus24.final.bam
2017-10-27 14:38:08 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus25.final.bam
2017-10-27 14:38:37 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus26.final.bam
2017-10-27 14:39:02 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus27.final.bam
2017-10-27 14:39:40 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus2.final.bam
2017-10-27 14:40:03 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus30.final.bam
2017-10-27 14:40:26 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus3.final.bam
2017-10-27 14:40:35 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus4.final.bam
2017-10-27 14:40:37 loadCoverage: loading BAM file /dcl01/lieber/ajaffe/Amanda/ATAC/BAMs/combined_set//Minus5.final.bam
